Name	InChIKey	ChEBI ID	HMDB ID	KEGG ID	PubChem Compound ID	LMSD I
psychosine(1+)	HHJTWTPUPVQKNA-ZTJQIGGLSA-N	16874	HMDB00648	C01747	22833541	
Neurotensin	PCJGZPGTCUMMOT-UHFFFAOYSA-N	7542			25078013	
dihydrolipoate	IZFHEQBZOYJLPK-UHFFFAOYSA-N	18047	HMDB12210	C02147	421	
(S)-2-Aminobutanoate	QWCKQJZIFLGMSD-VKHMYHEASA-N	35619	HMDB00452	C02356	80283	LMFA01100034
N-methyltyraminium	AXVZFRBSCNEKPQ-UHFFFAOYSA-N	17458	HMDB03633	C02442	9727	
Uroporphyrin III	VZVFNUAIRVUCEW-UJJXFSCMSA-N	15436	HMDB00916	C02469		
Xanthurenic acid	FBZONXHGGPHHIY-UHFFFAOYSA-N	217069	HMDB00881	C02470	5699	
chenodeoxycholate	RUDATBOHQWOJDD-BSWAIDMHSA-N	16755	HMDB00518	C02528	10133	LMST04010032
Taurolithocholate	QBYUNVOYXHFVKC-GBURMNQMSA-N	36259	HMDB00722	C02592	439763	LMST05040003
N-Acetylmethionine	XUYPXLNMDZIRQH-UHFFFAOYSA-N	21557	HMDB11745	C02712	6180	
Psychosine sulfate	UIEYIJKBVSNMMH-ZTJQIGGLSA-N	17507	HMDB13046	C02744	5280538	LMSP08000002
1-acylglycerone 3-phosphate(2-)		57534				
Lactosylceramide sulfate				C03405		
N(1),N(12)-diacetylsperminium(2+)	NPDTUDWGJMBVEP-UHFFFAOYSA-N	28101	HMDB02172	C03413	132680	
20-hydroxy-leukotriene E4(1-)	BJRMBXPQAMDCMG-PCCBWWKXSA-N	58584				
5alpha-Pregnane-3,20-dione	XMRPGKVKISIQBV-BJMCWZGWSA-N	28952	HMDB03759	C03681	92810	LMST02030170
D-Mannose 1,6-bisphosphate	RWHOZGRAXYWRNX-PQMKYFCFSA-N			C03693	3036654	
1-Alkyl-2-acetyl-sn-glycerol		16291				
Thyrotropin releasing hormone	XNSAINXGIQZQOO-SRVKXCTJSA-N	35940	HMDB05763	C03958	638678	
1-alkyl-sn-glycerol 3-phosphate(1-)		58014				
lithocholate	SMEROWZSTRWXGI-HVATVPOCSA-N	16325	HMDB00761	C03990	9903	LMST04010003
Androst-5-ene-3beta,17beta-diol	QADHLRWLCPCEKT-LOVVWNRFSA-N	2710	HMDB03818	C04295	10634	LMST02020005
Phosphatidyl-N-dimethylethanolamine		52332				
deoxycholate	KXGVEGMKQFWNSR-LLQZFEROSA-N	28834	HMDB00626	C04483	222528	LMST04010040
prostaglandin A1(1-)	BGKHCLZFGPIKKU-OKZBNKHCSA-N	15545	HMDB02656	C04685	5281912	LMFA03010005
13(S)-HPODE(1-)	JDSRHVWSAMTSSN-KRWDZBQOSA-N	15655	HMDB03871	C04717	5280720	LMFA02000034
5(S)-HETE	KGIJOOYOSFUGPC-LJQANCHMSA-N	28209	HMDB11134	C04805	155383	LMFA03060002
(5Z,9E,12S,14Z)-8,11,12-trihydroxyicosa-5,9,14-trienoate	WPLPEZUSILBTGP-JLAWEPINSA-N	57448			46878369	
(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate	SGTUOBURCVMACZ-JLMCIHFGSA-N	57449		C04849	21158465	
20-hydroxy-leukotriene B4(1-)	PTJFJXLGRSTECQ-RTBURBONSA-N	15646	HMDB01509	C04853	5280745	LMFA03020018
24,25-Dihydrolanosterol	MBZYKEVPFYHDOH-BQNIITSRSA-N	28113	HMDB06839	C05109	440560	LMST01010087
trans,cis-Lauro-2,6-dienoyl-CoA	BNPQDIKRZDRREL-GMHMEAMDSA-N	28387	HMDB11123	C05279	53480665	
cis,cis-3,6-Dodecadienoyl-CoA	KEPSPLQXVPROMK-GMHMEAMDSA-N	28002	HMDB03952	C05280	5280771	
11beta-Hydroxyandrost-4-ene-3,17-dione	WSCUHXPGYUMQEX-KCZNZURUSA-N	27967	HMDB06773	C05284	94141	LMST02020066
2-Hydroxyestrone	SWINWPBPEKHUOD-JPVZDGGYSA-N	1156	HMDB00343	C05298	440623	LMST02010032
2-Methoxyestrone	WHEUWNKSCXYKBU-QPWUGHHJSA-N	1189	HMDB00010	C05299	440624	LMST02010033
16alpha-Hydroxyestrone	WPOCIZJTELRQMF-QFXBJFAPSA-N	776	HMDB00335	C05300	115116	LMST02010041
2-Hydroxyestradiol-17beta	DILDHNKDVHLEQB-XSSYPUMDSA-N	28744	HMDB00338	C05301	247304	LMST02010027
2-Methoxyestradiol-17beta	CQOQDQWUFQDJMK-SSTWWWIQSA-N	28955	HMDB00405	C05302	66414	LMST02010035
taurodeoxycholate	AWDRATDZQPNJFN-VAYUFCLWSA-N	9410	HMDB00896	C05463	2733768	LMST05040013
Selenomethionine se-oxide	KGXZPWNBFWCDRF-UHFFFAOYSA-N			C05708	17754089	
Uroporphyrin I	DAFUFNRZWDWXJP-JRHDEHKPSA-N	27484	HMDB00936	C05767		
Coproporphyrin I	VORBHEGMEBOMMB-JRHDEHKPSA-N	28421	HMDB00643	C05769		
Coproporphyrin III	JWFCYWSMNRLXLX-UJJXFSCMSA-N	27609	HMDB00570	C05770		
Prostaglandin A2	MYHXHCUNDDAEOZ-OKZBNKHCSA-N	27820	HMDB02752	C05953	22833602	LMFA03010035
Prostaglandin J2	UQOQENZZLBSFKO-OKZBNKHCSA-N	27485	HMDB02710	C05957	5280884	LMFA03010019
12(S)-HPETE(1-)	ZIOZYRSDNLNNNJ-IBGZPJMESA-N	15626	HMDB04243	C05965	5280892	LMFA03060013
Hordenine	KUBCEEMXQZUPDQ-UHFFFAOYSA-N	5764	HMDB04366	C06199	68313	
Lipoxin A4	IXAQOQZEOGMIQS-OTWHNJEPSA-N	6498	HMDB04385	C06314	5280914	LMFA03040001
Lipoxin B4	UXVRTOKOJOMENI-CEXWTWQISA-N	6499	HMDB05082	C06315	5280915	LMFA03040002
(R,S)-Norlaudanosoline	ABXZOXDTHTTZJW-UHFFFAOYSA-N	28770	HMDB12486	C06350	18519	
Prostaglandin E3	CBOMORHDRONZRN-DODZYUBVSA-N	28031	HMDB02664	C06439	5280937	LMFA03010135
Methylcobalamin	UPAJMOGMOIFZMY-WZHZPDAFSA-L	28115	HMDB02274	C06453		
Diazepam	AAOVKJBEBIDNHE-UHFFFAOYSA-N	49575		C06948	3016	
4,8,12-trimethyltridecanoyl-CoA(4-)	ZYUOZFCHODHLHG-LEJRVOBCSA-N	15495			11966114	
3-oxopristanoyl-CoA(4-)	NQFYRDGBRBDQQG-SVFBWJQPSA-N	15371	HMDB02057	C07297	441253	
Nordazepam	AKPLHCDWDRPJGD-UHFFFAOYSA-N	111762		C07486	2997	
Benzpyrene	FMMWHPNWAFZXNH-UHFFFAOYSA-N	29865		C07535	2336	
Azelaic acid	BDJRBEYXGGNYIS-UHFFFAOYSA-N	48131	HMDB00784	C08261	2266	LMFA01170054
3-(methylthio)propionate	CAOMCZAIALVUPA-UHFFFAOYSA-N	1438	HMDB01527	C08276	563	LMFA01130006
behenate	UKMSUNONTOPOIO-UHFFFAOYSA-N	28941	HMDB00944	C08281	8215	LMFA01010022
Harman	PSFDQSOCUJVVGF-UHFFFAOYSA-N	5623		C09209	5281404	
(-)-Salsoline	YTPRLBGPGZHUPD-ZETCQYMHSA-N	761542	HMDB12469	C09640	442356	
(-)-Salsolinol	IBRKLUSXDYATLG-UHFFFAOYSA-N	123715	HMDB05199	C09642	91588	
Picolinic acid	SIOXPEMLGUPBBT-UHFFFAOYSA-N	28747	HMDB02243	C10164	1018	
S-(PGA1)-glutathione	HXBAELAEMDXAJM-KQXHGHLXSA-N		HMDB13061	C11304	5281898	
Anandamide	LGEQQWMQCRIYKG-UHFFFAOYSA-N	2700	HMDB04080	C11695	5281969	LMFA08040001
5-Hydroxyisourate	LTQYPAVLAYVKTK-UHFFFAOYSA-N	18072		C11821	250388	
2-Arachidonoylglycerol	RCRCTBLIHCHWDZ-UHFFFAOYSA-N	52392	HMDB04666	C13856	1541	LMGL01010023
5,6-EET	VBQNSZQZRAGRIX-UHFFFAOYSA-N	34450	HMDB02190	C14768	5283202	LMFA03080002
8,9-EET	DBWQSCSXHFNTMO-UHFFFAOYSA-N	34490	HMDB02232	C14769	5283203	LMFA03080003
11,12-EET	DXOYQVHGIODESM-UHFFFAOYSA-N	34130	HMDB04673	C14770	5353269	LMFA03080004
14,15-EET	JBSCUHKPLGKXKH-UHFFFAOYSA-N	34157	HMDB04264	C14771	5283205	LMFA03080005
9(10)-EpOME	FBUKMFOXMZRGRB-UHFFFAOYSA-N		HMDB04701	C14825	6246154	LMFA02000037
12(13)-EpOME	CCPPLLJZDQAOHD-UHFFFAOYSA-N	38299	HMDB04702	C14826	5356421	LMFA02000038
Benzo[a]pyrene-9,10-oxide	GOEJUYABKOTLJA-UHFFFAOYSA-N			C14849	37456	
Benzo[a]pyrene-4,5-oxide	XGZQLNASOQVQTD-UHFFFAOYSA-N			C14851	37786	
alloxan	HIMXGTXNXJYFGB-UHFFFAOYSA-N	730073	HMDB02818		5781	
5beta-cholestane-3alpha,7alpha,27-triol	UROPIWALBBMYRP-CVWSJRAXSA-N					
docosahexaenoate	MBMBGCFOFBJSGT-UHFFFAOYSA-N	28125	HMDB02183	C06429	3144	LMFA01030185
12-hydroxyeicosatetraenoate	ZNHVWPKMFKADKW-UHFFFAOYSA-N		HMDB06111		5312983	LMFA03060063
gama-L-glutamyl-L-alanine	WQXXXVRAFAKQJM-CRCLSJGQSA-N				11183554	
3-oxolaur-cis-5-enoyl-CoA	VKLHSLOWDWGVGP-FFVFMXDZSA-N					
3-oxolaur-6-cis-enoyl-CoA	QERQHDHPFGSFJE-FFVFMXDZSA-N					
cis-laur-5-enoyl-CoA	RCVJZGBRLGUTKT-FFVFMXDZSA-N					
3-oxolinoleoyl-CoA	XROJENOQBXZHJA-UNAKSKPRSA-N					
malonic dialdehyde	WSMYVTOQOOLQHP-UHFFFAOYSA-N	566274	HMDB06112	C19440	10964	
3-oxomyrist-7-enoyl-CoA	BEPLLRGJVXAEJI-CSQGFUHOSA-N					
cis-myrist-7-enoyl-CoA	JPIHVKICKVPFFY-CSQGFUHOSA-N					
cis,cis-myristo-5,8-dienoyl-CoA	MJBZUCVXTFUVFY-CSQGFUHOSA-N		HMDB02288		21252281	
cis,cis-palmito-7,10-dienoyl-CoA	OKKMIEAMIHILAM-YJTQDTQQSA-N					
palmitoleyl-CoA(4-)	QBYOCCWNZAOZTL-BBECNAHFSA-N	61540				
3-oxopalmitoleoyl-CoA	JDNARGYWMLYADA-YJTQDTQQSA-N	15491	HMDB06402	C05259	440601	
pristanate	PAHGJZDQXIOYTH-OKZBNKHCSA-N				20849056	
6-oxo-prostaglandin F1alpha	KFGOFTHODYBSGM-IJCBKZNRSA-N	28158	HMDB02886	C05961	440860	LMFA03010001
N1,N8-diacetylspermidine	BKCVMAZDKFQPHB-UHFFFAOYSA-N				389613	
cis-(3S)-hydroxytetradec-7-enoyl-CoA	WGCARZJTIJIWSL-NYPSOZKISA-N					
vitamin A2	XWCYDHJOKKGVHC-UHFFFAOYSA-N	1260188	HMDB13117		65722	LMPR01090008
12S-HHT	KUKJHGXXZWHSBG-INIZCTEOSA-N	63977	HMDB12535		182416	LMFA03050002
5-S-cysteinyldopa	SXISMOAILJWTID-RQJHMYQMSA-N				10663203	
5-(S-L-cysteinyl)-dopaquinone	HOKJXHGZPDVBLS-RQJHMYQMSA-N					
benzothiazine		46899				
5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol	NTIXPPFPXLYJCT-SFWYEZDTSA-N		HMDB00655		53477712	LMST04030037
5beta-cholestane-3alpha,7alpha,12alpha,24S,25-pentol	NHPWQASMMFUHIZ-JCMAMESISA-N		HMDB02208		6453659	
3alpha,7alpha,12alpha,25-tetrahydroxy-5beta-cholestane-24-one	CFVCOEMVLNMDAX-IPOLZTJNSA-N					
5beta-cholestane-3alpha,7alpha,12alpha,23,25-pentol	OXSBBBPDYVCAKC-SCZAGEHDSA-N				5284212	LMST04030038
5beta-cholestane-3alpha,7alpha,12alpha,25,27-pentol	XZDHXPDYLPEFQI-WIAKBWTESA-N		HMDB02180		5284194	LMST04030016
5beta-cholestane-3alpha,7alpha,12alpha,24R,25-pentol	NHPWQASMMFUHIZ-OOOZRTEJSA-N		HMDB00556		21252253	
3beta-hydroxy-5-cholestene-27-oate	WVXOMPRLWLXFAP-GPMUBMIHSA-N					
27alpha-hydroxy-7-dehydrocholesterol	GNWMMBWMZLEFJT-IHXYBSCOSA-N					
27alpha-hydroxy-8-dehydrocholesterol	WGJXMUYDCGMVJH-FTOMVSHFSA-N					
8-dehydrocholesterol	VUKORTMHZDZZFR-BXAZICILSA-N		HMDB02027		129846	LMST01010242
3beta-hydroxy-5-cholestenal	JUGXQEJPWDYOJV-CKVLBYGYSA-N					
N-acetyl-L-cysteine	PWKSKIMOESPYIA-BYPYZUCNSA-N	28939	HMDB01890	C06809	12035	
17alpha-hydroxypregnenolone sulfate	GTJIDIYMEDIJDM-TUUWISTFSA-N		HMDB00416		152971	LMST05020021
homocysteine thiolactone	KIWQWJKWBHZMDT-VKHMYHEASA-N	60315	HMDB02287		134505	
11-dehydrothromboxane B2	KJYIVXDPWBUJBQ-XLAORIBOSA-N	28667	HMDB04242	C05964	440862	LMFA03030004
N-acetyl-L-alanine	KTHDTJVBEPMMGL-GSVOUGTGSA-N	40992	HMDB00766		132213	
N-acetyl-L-asparagine	HXFOXFJUNFFYMO-BYPYZUCNSA-N		HMDB06028		99715	
5,6-indolequinone-2-carboxylate	FCQHOSNKAPOFNR-UHFFFAOYSA-N					
deoxycholoyl-CoA	YTGXPYMXYISPEB-SIQRDODDSA-N	50111		C15560	24820763	
9-cis-retinoate	SHGAZHPCJJPHSC-UHFFFAOYSA-N	50648	HMDB02369	C15493	449171	LMPR01090022
gama-L-glutamyl-L-alpha-aminobutyrate	FUZOZPRKGAXGOB-PHDIDXHHSA-N					
gama-glutamylglutathione	OGLXGJROORSDLD-IWSPIJDZSA-N					
4-hydroxyvitamin A1	IOELQUUUYMBPSA-UHFFFAOYSA-N				4363341	
1-deoxy-1-(N6-lysino)-D-fructose	BFSYFTQDGRDJNV-SNXWAXQRSA-N					
5-hydroxytryptophol	KQROHCSYOGBQGJ-UHFFFAOYSA-N		HMDB01855		9061	
(+)-gama-tocopherol	QUEDXNHFTDJVIY-OHCBOFHFSA-N					
3'-carboxy-alpha-chromanol	AXODOWFEFKOVSH-UHFFFAOYSA-N	626842	HMDB01518		9943542	
gama-carboxyethyl-hydroxychroman	VMJQLPNCUPGMNQ-UHFFFAOYSA-N				133098	
spermine monoaldehyde	ADZORAWYLNDBGZ-UHFFFAOYSA-N					
spermine dialdehyde	WPBJCXUUUSDQJO-UHFFFAOYSA-N		HMDB13076		217390	
spermic acid 1	JQNGEJIUZQDHIS-UHFFFAOYSA-N				125245	
spermidine monoaldehyde 1	MMMHAACFRAVQHI-UHFFFAOYSA-N				145925	
spermidine monoaldehyde 2	JNZUMEMWAPJNLC-UHFFFAOYSA-N	51824	HMDB12135		19913541	
isoputreanine	JUBNBYBUFCFLHB-UHFFFAOYSA-N		HMDB06009		171763	
spermidine dialdehyde	IBZBSVBGQKDOOV-UHFFFAOYSA-N					
1-pyrrolinium	ZVJHJDDKYZXRJI-UHFFFAOYSA-N	19092	HMDB12497	C15668	79803	
cyanosulfurous acid anion	QYFNKYSGTDITHU-UHFFFAOYSA-N		HMDB12916			
4-hydroxy-3-nitrophenylacetate	QBHBHOSRLDPIHG-UHFFFAOYSA-N	546274			447364	
4-hydroxy-2-nonenal	JVJFIQYAHPMBBX-UHFFFAOYSA-N	32585	HMDB04362		5283344	LMFA06000051
hypothiocyanite	ZCZCOXLLICTZAH-UHFFFAOYSA-N		HMDB12974		124985	
N-arachidonoylglycinate	YLEARPUNMCCKMP-UHFFFAOYSA-N	59002			4345	
3-methylcrotonoylglycine	PFWQSHXPNKRLIV-UHFFFAOYSA-N	68499	HMDB00459		169485	
beta-hydroxy-beta-methylbutyrate	AXFYFNCPONWUHW-UHFFFAOYSA-N	37084	HMDB00754		69362	LMFA01050396
trans-2,3-dehydropristanoyl-CoA	WLOASZHRLIOYIA-JZJOPOEKSA-N	63803			56927963	
9,10-hydroxyoctadec-12(Z)-enoate	XEBKSQSGNGRGDW-UHFFFAOYSA-N		HMDB04704	C14828	53394288	LMFA02000229
12,13-hydroxyoctadec-9(Z)-enoate	CQSLTKIXAJTQGA-UHFFFAOYSA-N		HMDB04705	C14829	53394649	LMFA02000230
20-oxo-leukotriene B4	LVLQYGYNBVIONY-RTBURBONSA-N	63979	HMDB12641		3081088	
20-carboxy-leukotriene-B4	SXWGPVJGNOLNHT-ROUUACIJSA-N					
20-dihydroxyleukotriene B4	ZZSBUQYGAPWEOJ-ROUUACIJSA-N		HMDB12635		53481509	
trans-4,5-epoxy-2(E)-decenal	HIOMEXREAUSUBP-UHFFFAOYSA-N		HMDB13105		526708	
acetylcarnosine	BKAYIFDRRZZKNF-SECBINFHSA-N		HMDB12881		10221026	
putreanine	BTSHXVLJDRJCMM-UHFFFAOYSA-N		HMDB06078		53477800	
5-oxo-(6E,8Z,11Z,14Z)-eicosatetraenoic acid	MEASLHGILYBXFO-UHFFFAOYSA-N				1831	
N-acetyl-S-[2-carboxy-1-(1 H-imidazol-4-yl)ethyl]-L-cysteine	ODJTWSKDMRCRTN-VEDVMXKPSA-N					
S-[2-carboxy-1-(1 H-imidazol-4-yl)ethyl]-L-cysteine	ABJUPPXFQYZWTK-FOUAAFFMSA-N					
3-hydroxykynurenine-O-beta-D-glucoside	SYBDIVKHFDAAJV-RBDCUATOSA-N					
lipoyllysine	COTIXRRJLCSLLS-PIJUOVFKSA-N		HMDB12996		53481572	
cyclic 3-hydroxymelatonin	VADOSKJWFKUPQF-UHFFFAOYSA-N					
methyl indole-3-acetate	KTHADMDGDNYQRX-UHFFFAOYSA-N				74706	
1,2,3,4-tetrahydro-beta-carboline	CFTOTSJVQRFXOF-UHFFFAOYSA-N	100417	HMDB12488		107838	
6-hydroxy-1,2,3,4-tetrahydro-beta-carboline	HASNCBJLQYTILW-UHFFFAOYSA-N	69060			159959	
6,7-dihydroxy-1,2,3,4-tetrahydroisoquinoline	MBFUSGLXKQWVDW-UHFFFAOYSA-N	110006	HMDB06044		36937	
N-methyl-4,6,7-trihydroxy-1,2,3,4-tetrahydroisoquinoline	PIJDIPDQQMXWEM-UHFFFAOYSA-N				157875	
4,6,7-trihydroxy-1,2,3,4-tetrahydroisoquinoline	RNIMUEXSLJYHIE-UHFFFAOYSA-N				3016280	
3-O-methyldopa	PFDUUKDQEHURQC-UHFFFAOYSA-N		HMDB01434		1670	
4-hydroxy-17beta-estradiol	QOZFCKXEVSGWGS-JNYWYMJGSA-N	62845	HMDB05896	C14209	44348689	LMST02010028
4-hydroxyestrone	XQZVQQZZOVBNLU-KQWCVQSUSA-N		HMDB05895		53477797	
2-hydroxy-3-methoxy-17beta-estradiol	MMKYSUOJWFKECQ-QYPSXNMPSA-N					
2-hydroxy-3-methoxyestrone	YBCPNMOFBUWYTP-ACOLZQMSSA-N		HMDB11195		53480676	
4-methoxy-17beta-estradiol	BCWZIZLVBYHFES-MFJBRZSQSA-N	28955	HMDB12782	C05302	29983092	LMST02010035
4-methoxyestrone	PUEXVLNGOBYUEW-PITQQHRWSA-N				194066	
(R)-1,2-dimethyl-5,6-dihydroxy-tetrahydroisoquinoline	AASFZUCQPYZSBW-SSDOTTSWSA-N		HMDB12484		53481438	
23S,25-dihydroxyvitamin D3	JVBPQHSRTHJMLM-IICZUGIHSA-N	47214	HMDB06720		13072270	LMST03020272
23S,25,26-trihydroxyvitamin D3	GDIBDBUYVICGLY-KGQUQEPQSA-N	47803			17756748	
25-hydroxyvitamin D3-26,23-lactol	SFOPTSUKUQDFIB-JAARWHLTSA-N					
25-hydroxyvitamin D3-26,23-lactone	IJNDMZIDDKVXHR-XAEPEGLTSA-N					
24-oxo-1alpha,25-dihydroxyvitamin D3	BWFQMABKLLTETH-GIYFXNSHSA-N	47812			5283703	LMST03020186
24-oxo-1alpha,23,25-trihydroxyvitamin D3	ARRIBDAUGOLZSJ-LTPAFCAESA-N	47813			10478755	
5alpha-androstane-3alpha,17beta-diol	CBMYJHIOYJEBSB-KHOSGYARSA-N	36713	HMDB00554		15818	LMST02020052
allopregnanolone	AURFZBICLPNKBZ-SYBPFIFISA-N	50169	HMDB01449	C13712	92786	LMST02030156
trans-docos-2-enoyl-CoA	KRTIFNFQCJTGMV-IKNWWIGSSA-N					
trans-eicos-2-enoyl-CoA	ROOFWBIMBMJYGA-XTSUOFIPSA-N					
trans-tetracos-2-enoyl-CoA	UVJKZCSQLMWPMV-XMLSFASZSA-N					
3-hydroxydocosanoyl-CoA	VNJQSRVXTRJVAZ-NGZXMKLGSA-N	52325			25229586	LMFA07050070
3-hydroxyeicosanoyl-CoA	KNSVYMFEJLUJST-MJMSVFGZSA-N	52324			25229587	LMFA07050071
3-hydroxyoctadecanoyl-CoA	WZMAIEGYXCOYSH-FWBOWLIOSA-N	50583	HMDB12715	C16217	24906329	LMFA07050072
3-hydroxytetracosanoyl-CoA	QIBKBVRVOFIKLN-SBPVGHMXSA-N	52326			25229585	LMFA07050073
3-oxodocosanoyl-CoA	RKCOGGUHKPTOQJ-GNSUAQHMSA-N	52328			25229584	LMFA07050075
3-oxoeicosanoyl-CoA	FYBVHNZJDVUVLJ-IBYUJNRCSA-N	52327			25229571	LMFA07050077
3-oxotetracosanoyl-CoA	JJSJTIWFKNSCHC-JBKAVQFISA-N	52329			25229583	LMFA07050081
docosanoyl-CoA	NDDZLVOCGALPLR-IKNWWIGSSA-N	65088	HMDB12930	C16528	168166	LMFA07050052
tetracosanoyl-CoA	MOYMQYZWIUKGGY-JBKAVQFISA-N	52974	HMDB06526	C16529	3082227	LMFA07050053
9-hydroxy-10-O-D-glucuronoside-12Z-octadecenoate	OERHNMHLKBHOMH-YFQVQPDTSA-N					
10-hydroxy-octadec-12Z-enoate-9-beta-D-glucuronide	IRADJQUIAYBZPY-FYCFNANRSA-N					
12-hydroxy-13-O-D-glucuronoside-octadec-9Z-enoate	WDJRXGFYLUIKBX-YFQVQPDTSA-N					
12-O-D-glucuronoside-13-hydroxyoctadec-9Z-enoate	ZWDYIYOIBZOENK-FYCFNANRSA-N					
4,4-dimethylcholesta-8(9),14-dien-3beta-ol	OGQJUYXFIOFTMA-RNDGVDNBSA-N					
4,4-dimethylcholesta-8(9)-en-3beta-ol	FYHRVINOXYETMN-HFPXORMNSA-N		HMDB06840	C15915	23724604	
cholesta-8(9)-en-3beta-ol	QETLKNDKQOXZRP-XTGBIJOFSA-N	16608	HMDB06841	C03845	101770	LMST01010096
cholesta-5,7,24-trien-3beta-ol	RUSSPKPUXDSHNC-DDPQNLDTSA-N	27910	HMDB03896	C05107	440558	LMST01010121
7alpha-hydroxy-3-oxo-4-cholestenoic acid anion	SATGKQGFUDXGAX-ARDGLBDPSA-N					
(3S,7R,11R)-phytanate	RLCKHJSFHOZMDR-FHWLQOOXSA-N					
(2R,6S,10S)-pristanate	PAHGJZDQXIOYTH-OKZBNKHCSA-N					
3(S)-hydroxy-5Z,8Z-tetradecadienoyl-CoA	SDWYDRDZISFNSH-NYPSOZKISA-N					
(3S)-3-hydroxy-cis,cis-palmito-7,10-dienoyl-CoA	FODZOBVFWXSQFM-WOIBVSJKSA-N		HMDB12473		53481423	
(3S)-3-hydroxydodec-cis-6-enoyl-CoA	XPCGRNRSXHPWGU-LRGXBGPTSA-N		HMDB12476		53481428	
(3S)-3-hydroxylinoleoyl-CoA	ICMPOMMDSLXBOC-FQDOHAFRSA-N		HMDB12477		53481430	
3-oxo-cis,cis-7,10-hexadecadienoyl-CoA	KNNRGBNFOIBVKN-YJTQDTQQSA-N					
3-oxo-cis,cis-5,8-tetradecadienoyl-CoA	XOCYFFRISHLAMW-CSQGFUHOSA-N					
cis-deca-4-enoyl-CoA	QTOYQSMKQWCWOX-KIRVJFPLSA-N		HMDB02145		6443609	
trans-2-cis,cis-5,8-tetradecatrienoyl-CoA	JSDPYDDAJCNOIE-CSQGFUHOSA-N					
trans,cis,cis-2,7,10-hexadecatrienoyl-CoA	WJHWJZSGWIEAAU-YJTQDTQQSA-N					
trans,cis,cis-2,9,12-octadecatrienoyl-CoA	XNZJYLZAYIJRPB-UNAKSKPRSA-N					
trans,cis-deca-2,4-dienoyl-CoA	FASAKYLWSRDQOH-KIRVJFPLSA-N					
2E,6Z,9Z,12Z-octadecatetraenoyl-CoA	ARCCYNRJAHXWRR-UNAKSKPRSA-N					
3(S)-hydroxy-6Z,9Z,12Z-octadecatrienoyl-CoA	JCYIHBAQURWSOM-FQDOHAFRSA-N					
3-oxo-6Z,9Z,12Z-octadecatrienoyl-CoA	MXEGJRWBNSTXJD-UNAKSKPRSA-N					
4Z,7Z,10Z-hexadecatrienoyl-CoA	YYLOAXRAIXUEOW-YJTQDTQQSA-N					
2E,4Z,7Z,10Z-hexadecatetraenoyl-CoA	DNBBSGAGPHVPCV-YJTQDTQQSA-N					
3Z,7Z,10Z-hexadecatrienoyl-CoA	ZNIIDPYHPPJCFQ-YJTQDTQQSA-N					
6-trans-leukotriene B4	VNYSSYRCGWBHLG-MOPGFXCFSA-N	63981	HMDB05087		5283128	LMFA03020013
6E-12-epi-leukotriene B4	VNYSSYRCGWBHLG-MOPGFXCFSA-N					
11-cis-eicosenoate	BITHHVVYSMSWAG-UHFFFAOYSA-N	32425	HMDB02231	C16526	142770	LMFA01030085
13-docosenoate	DPUOLQHDNGRHBS-UHFFFAOYSA-N	28792	HMDB02068	C08316	8216	LMFA01030089
15-tetracosenoate	GWHCXVQVJPWHRF-UHFFFAOYSA-N	44247	HMDB02368	C08323	65032	LMFA01030092
(8Z,11Z,14Z)-eicosatrienoic acid	HOBAELRKJCKHQD-UHFFFAOYSA-N				3011	
15-hydroxy-(8Z,11Z,13E)-eicosatrienoate	IUKXMNDGTWTNTP-UHFFFAOYSA-N		HMDB05045		1437	LMFA03050007
timnodonate	JAZBEHYOTPTENJ-UHFFFAOYSA-N	28364	HMDB01999	C06428	3209	LMFA01030759
15(R)-Hydroxy-(5Z,8Z,11Z,13E)-eicosatetraenoate	JSFATNQSLKRBCI-LJQANCHMSA-N				3246888	
5(S),6(S)-epoxy-15(R)-hydroxyeicosatetraenoate	YNHSGCYEQVDEOY-OTWHNJEPSA-N					
5(S),6(S)-epoxy-15(S)-hydroxy-7E,9E,11Z,13E-eicosatetraenoic acid anion	YNHSGCYEQVDEOY-JVUMBYKBSA-N					
15-epi-lipoxin A4	IXAQOQZEOGMIQS-GUDVDZBRSA-N		HMDB12587		3934	
15-epi-lipoxin B4	UXVRTOKOJOMENI-IPMKNSEASA-N					
4-hydroperoxy-2-nonenal	TVNYLRYVAZWBEH-UHFFFAOYSA-N				55189	LMFA06000253
4-oxo-2-nonenal	SEPPVOUBHWNCAW-UHFFFAOYSA-N	58972			216297	LMFA06000254
trans,cis-hexadeca-2,9-dienoyl-CoA	BEQWCBBSKHMRCA-YJTQDTQQSA-N					
(S)-3-hydroxypalmitoleoyl-CoA	ZIRSQPAPHGZDIL-WOIBVSJKSA-N		HMDB12487		53481439	
trans,cis-myristo-2,7-dienoyl-CoA	MWKSUVQQMPJTPP-CSQGFUHOSA-N					
trans,cis-dodeca-2,5-dienoyl-CoA	ZSJRXHRCABOSNC-FFVFMXDZSA-N					
3(S)-3-hydroxydodecen-(5Z)-oyl-CoA	AYORDFMYYBNSBO-LRGXBGPTSA-N		HMDB12674		53481515	
